created_at,updated_at,user_id,badge_id
2017-07-12 05:01:20,2017-07-12 05:01:20,13991889,gave-comment-like
2018-11-27 03:03:27,2018-11-27 03:03:27,13991889,got-comment-like
2018-04-13 02:01:40,2018-04-13 02:01:40,13991889,quizzer-10
2019-03-24 11:38:01,2019-03-24 11:38:01,13991889,reported-comment
2018-01-15 05:04:10,2018-01-15 05:04:10,13991889,serial-watcher-10-bd
2018-01-20 06:26:23,2018-01-20 06:26:23,13991889,serial-watcher-15-bd
2023-11-30 15:25:47,2023-11-30 15:25:47,13991889,serial-watcher-30-bd    
2017-11-13 19:35:08,2017-11-13 19:35:08,13991889,serial-watcher-5-bd
2023-01-05 22:35:51,2023-01-05 22:35:51,13991889,show-off-2022
2017-07-11 22:01:00,2017-07-11 22:01:00,13991889,used-mobile-version
2017-07-22 02:23:26,2017-07-22 02:23:26,13991889,used-web-version
2017-07-12 01:30:07,2017-07-12 01:30:07,13991889,viewed-profile
2017-07-24 08:32:26,2017-07-24 08:32:26,13991889,voted-character
